"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"NNRCBUS","201110","229.693","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201111","442.82","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201112","706.874","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201113","4804.579","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201201","812.562","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201202","677.204","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201203","412.137","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201204","285.394","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201205","166.654","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201206","126.051","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201207","109.898","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201208","107.935","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201209","121.199","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201210","245.357","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201211","492.919","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201212","685.549","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201213","4242.094","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201301","895.175","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201302","769.738","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201303","679.461","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201304","375.733","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201305","198.048","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201306","130.86","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201307","114.321","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201308","110.449","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201309","120.756","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201310","228.264","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201311","530.867","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201312","870.44","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201313","5022.942","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201401","1069.718","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201402","879.552","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201403","721.513","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201404","366.889","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201405","209.525","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201406","129.339","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201407","116.155","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201408","108.337","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201409","125.368","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201410","218.415","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201411","560.173","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201412","738.999","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201413","5242.483","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201501","971.941","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201502","935.117","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201503","655.769","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201504","330.53","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201505","183.77","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201506","128.421","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201507","111.972","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201508","106.478","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201509","112.296","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201510","208.62","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201511","421.078","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201512","612.091","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201513","4776.927","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201601","911.658","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201602","715.632","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201603","471.67","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201604","340","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201605","200.936","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201606","127.097","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201607","110.301","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201608","104.125","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201609","113.766","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201610","194.162","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201611","393.629","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201612","823.665","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201613","4505.844","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201701","859.787","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201702","599.435","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201703","599.849","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201704","288.372","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201705","206.177","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201706","128.227","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201707","111.077","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201708","107.341","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201709","118.346","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201710","211.972","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201711","483.615","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201712","850.293","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201713","4563.472","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201801","1016.759","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201802","714.652","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201803","682.935","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201804","456.429","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201805","174.899","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201806","123.405","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201807","109.641","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201808","103.276","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201809","116.232","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201810","264.228","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201811","620.217","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201812","792.869","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201813","5174.394","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201901","990.381","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201902","840.132","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201903","714.716","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201904","340.887","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201905","220.316","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201906","134.034","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201907","115.956","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201908","105.716","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201909","113.94","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201910","240.345","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201911","611.374","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201912","781.262","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","201913","5208.032","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202001","855.489","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202002","764.477","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202003","546.154","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202004","391.797","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202005","245.142","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202006","141.065","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202007","122.459","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202008","112.797","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202009","131.122","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202010","250.599","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202011","455.936","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202012","829.293","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202013","4845.681","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202101","928.506","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202102","908.529","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202103","595.167","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202104","354.503","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202105","225.761","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202106","134.248","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202107","116.977","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202108","110.308","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202109","122.785","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202110","199.582","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202111","499.698","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202112","693.848","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202113","4888.885","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202201","992.699","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202202","819.473","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202203","609.175","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202204","397.922","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202205","208.303","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202206","128.243","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202207","114.042","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202208","106.503","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202209","118.029","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202210","250.311","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202211","531.512","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202212","864.767","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202213","5139.858","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202301","827.671","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202302","707.41","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202303","655.225","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202304","349.616","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202305","204.162","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202306","132.981","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202307","115.075","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202308","107.652","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NNRCBUS","202309","117.322","2","Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"PARCBUS","194913","1106.568","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","195013","1322.42","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","195113","1461.449","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","195213","1501.301","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","195313","1510.642","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","195413","1644.005","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","195513","1767.285","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","195613","1853.019","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","195713","1800.865","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","195813","1964.488","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","195913","1953.891","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","196013","2227.541","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","196113","2293.263","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","196213","2398.966","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","196313","2414.599","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","196413","2325.972","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","196513","2432.426","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","196613","2422.336","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","196713","2527.832","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","196813","2655.227","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","196913","2705.504","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197013","2725.57","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197113","2748.504","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197213","2868.221","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197301","436.524","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197302","375.271","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197303","283.826","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197304","205.865","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197305","167.688","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197306","121.185","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197307","118.175","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197308","132.21","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197309","142.873","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197310","200.309","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197311","272.693","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197312","344.451","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197313","2801.069","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197401","356.856","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197402","319.999","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197403","261.1","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197404","194.618","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197405","140.667","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197406","114.323","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197407","112.643","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197408","114.573","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197409","145.253","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197410","204.927","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197411","240.261","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197412","349.303","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197413","2554.524","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197501","334.806","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197502","305.341","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197503","264.851","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197504","218.291","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197505","142.917","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197506","122.318","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197507","107.831","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197508","117.495","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197509","144.912","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197510","173.802","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197511","205.279","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197512","341.594","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197513","2479.439","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197601","396.084","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197602","304.431","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197603","261.33","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197604","178.614","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197605","156.165","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197606","135.688","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197607","116.099","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197608","117.897","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197609","137.643","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197610","191.814","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197611","301.949","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197612","406.259","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197613","2703.974","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197701","479.54","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197702","358.206","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197703","246.998","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197704","172.109","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197705","155.772","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
"PARCBUS","197706","131.026","3","Petroleum Consumed by the Residential Sector","Trillion Btu"
